1,0.250521377
2,0.250521377
3,0.248958261
4,0.25111336
5,0.249277313
6,0.249487054
7,0.250523265
8,0.250510373
9,0.251116556
10,0.250953738
11,0.24857759
12,0.251487534
13,0.251526739
14,0.251882126
15,0.249684361
16,0.251007862
17,0.247470796
18,0.25163508
19,0.250806379
20,0.250834109
21,0.250311435
22,0.250775274
23,0.250106289
24,0.251528895
25,0.249811258
26,0.252265292
27,0.249346661
28,0.25125478
29,0.252532813
30,0.248267674
31,0.247890029
32,0.25297429
33,0.249438623
34,0.250144941
35,0.249898909
36,0.250049941
37,0.2494912
38,0.248859602
39,0.252335809
40,0.249044237
41,0.24965305
42,0.25097416
43,0.252163234
44,0.250519683
45,0.250486674
46,0.251051119
47,0.248743683
48,0.25023878
49,0.247754574
50,0.250852979
51,0.24983966
52,0.249964029
53,0.250419251
54,0.249742241
55,0.248813663
56,0.250257929
57,0.250643206
58,0.251881406
59,0.249828193
60,0.249282982
61,0.250188937
62,0.249432972
63,0.248645751
64,0.250001687
65,0.249618946
66,0.248959441
67,0.249428836
68,0.250576545
69,0.250695732
70,0.252223312
71,0.251539948
72,0.251570054
73,0.250381795
74,0.250187085
75,0.249541587
76,0.249944716
77,0.249239636
78,0.251813261
79,0.248796254
80,0.251063031
81,0.252631754
82,0.252864339
83,0.251066449
84,0.251887497
85,0.25272065
86,0.251502819
87,0.24851467
88,0.250580617
89,0.251268822
90,0.251891202
91,0.248903419
92,0.251304888
93,0.248838773
94,0.250991987
95,0.252795195
96,0.247422812
97,0.249593
98,0.250567674
99,0.251152499
100,0.251496888
101,0.251694005
102,0.251180764
103,0.25173783
104,0.249689616
105,0.250904287
106,0.248593756
107,0.250313688
108,0.249763497
109,0.250186346
110,0.251769151
111,0.249842574
112,0.24988103
113,0.248902683
114,0.248069447
115,0.249686987
116,0.248204716
117,0.252415797
118,0.250057147
119,0.248009427
120,0.250097053
121,0.250488189
122,0.251094748
123,0.250172395
124,0.248920543
125,0.250882358
126,0.249344752
127,0.25193839
128,0.252437686
129,0.251760804
130,0.252569658
131,0.251469912
132,0.251610981
133,0.251286027
134,0.248131967
135,0.251729462
136,0.251802928
137,0.251220528
138,0.249794177
139,0.249679539
140,0.249976027
141,0.253326807
142,0.250918791
143,0.250682643
144,0.250292779
145,0.248567362
146,0.252068306
147,0.249301275
148,0.247315684
149,0.249504695
150,0.250205224
151,0.247297934
152,0.24880724
153,0.249501305
154,0.250692044
155,0.251235121
156,0.248129949
157,0.250319693
158,0.250491267
159,0.249675335
160,0.25064631
161,0.251322358
162,0.250165392
163,0.251581076
164,0.249718824
165,0.2494718
166,0.250276919
167,0.250314844
168,0.25070999
169,0.24893052
170,0.250188349
171,0.25003914
172,0.250582308
173,0.250261017
174,0.25166218
175,0.251316463
176,0.249898279
177,0.250425791
178,0.250460915
179,0.248709314
180,0.251620402
181,0.248787343
182,0.250747051
183,0.249980191
184,0.250311177
185,0.249508172
186,0.25068309
187,0.252091597
188,0.248933104
189,0.250750778
190,0.252031532
191,0.249606029
192,0.252848684
193,0.249477662
194,0.248154875
195,0.251485989
196,0.249420417
197,0.251051323
198,0.250415621
199,0.249893976
200,0.250010801
201,0.247634261
202,0.24977627
203,0.248992491
204,0.250382338
205,0.249388977
206,0.25039932
207,0.249344033
208,0.249897528
209,0.24967797
210,0.250447273
211,0.251511102
212,0.25031887
213,0.249063741
214,0.249282629
215,0.250056198
216,0.251008864
